ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
2262,No,Male,1,Married,25060,22,2,Laboratory Technician,1,Sales,4,4.0,3.0,3,2,3,2.0,2,0,0,4,2,Technical Degree,0
2263,No,Female,2,Single,60620,22,12,Sales Executive,1,Research & Development,4,1.0,4.0,3,5,2,3.0,8,2,1,0,4,Medical,1
2264,No,Female,2,Married,43820,16,1,Manufacturing Director,5,Research & Development,3,1.0,3.0,3,0,2,2.0,0,2,1,3,3,Life Sciences,1
2265,No,Male,1,Divorced,21430,17,1,Manufacturing Director,1,Research & Development,3,3.0,3.0,3,0,2,2.0,0,1,0,0,3,Life Sciences,1
2266,No,Male,3,Married,61620,14,12,Research Scientist,3,Sales,3,2.0,3.0,2,2,5,2.0,8,0,1,0,1,Life Sciences,0
2267,No,Female,2,Divorced,50940,15,8,Sales Executive,2,Research & Development,3,3.0,2.0,3,0,5,3.0,7,0,2,1,3,Technical Degree,1
2268,No,Female,1,Divorced,68770,20,14,Sales Representative,2,Research & Development,4,2.0,1.0,3,6,3,2.0,9,0,1,3,4,Medical,0
2269,Yes,Male,1,Married,22740,20,3,Research Scientist,1,Research & Development,4,1.0,3.0,3,1,5,4.0,2,1,0,1,3,Medical,0
2270,Yes,Female,1,Single,44340,17,5,Research Scientist,5,Research & Development,3,1.0,2.0,3,0,1,1.0,0,3,0,2,3,Medical,5
2271,Yes,Male,1,Single,62880,15,15,Research Scientist,1,Research & Development,3,1.0,2.0,3,10,2,4.0,10,1,1,0,1,Medical,1
2272,No,Female,1,Married,25530,14,1,Healthcare Representative,4,Sales,3,4.0,3.0,2,0,4,3.0,0,1,0,0,4,Other,1
2273,Yes,Male,1,Single,76540,17,0,Research Scientist,2,Sales,3,2.0,1.0,2,0,3,2.0,0,1,0,1,3,Life Sciences,0
2274,No,Female,1,Married,51600,17,1,Manager,2,Research & Development,3,4.0,2.0,1,0,3,3.0,0,1,0,0,3,Life Sciences,2
2275,No,Female,2,Single,171590,22,2,Research Scientist,2,Research & Development,4,2.0,3.0,2,2,1,2.0,2,1,1,2,2,Medical,1
2276,No,Female,1,Divorced,128080,13,10,Sales Executive,1,Sales,3,3.0,3.0,3,0,6,3.0,4,0,1,0,2,Life Sciences,2
2277,No,Male,1,Divorced,102210,19,5,Sales Executive,3,Research & Development,3,3.0,3.0,3,1,2,4.0,3,1,0,0,2,Life Sciences,0
2278,No,Male,3,Married,47790,14,3,Research Scientist,2,Sales,3,4.0,3.0,3,1,6,3.0,2,1,0,0,3,Marketing,4
2279,No,Male,1,Married,37370,22,5,Research Scientist,2,Research & Development,4,1.0,2.0,3,0,2,3.0,2,2,0,4,2,Life Sciences,1
2280,No,Female,2,Married,23660,17,5,Sales Representative,2,Research & Development,3,3.0,3.0,2,1,5,2.0,2,0,1,1,4,Medical,1
2281,Yes,Male,1,Single,17060,12,0,Laboratory Technician,2,Sales,3,3.0,1.0,3,0,3,2.0,0,0,0,3,3,Marketing,0
2282,No,Male,1,Divorced,163070,16,1,Laboratory Technician,1,Sales,3,1.0,3.0,2,0,3,1.0,0,0,0,0,4,Marketing,1
2283,No,Female,1,Single,59330,11,4,Sales Executive,2,Research & Development,3,3.0,1.0,3,1,3,3.0,3,0,0,0,3,Life Sciences,1
2284,No,Female,2,Married,34240,11,3,Research Scientist,1,Research & Development,3,3.0,1.0,3,1,3,3.0,2,0,1,2,4,Life Sciences,1
2285,No,Male,1,Married,40370,14,3,Research Scientist,1,Research & Development,3,4.0,2.0,1,0,2,3.0,2,0,0,0,1,Medical,1
2286,No,Male,1,Married,25590,11,8,Laboratory Technician,2,Research & Development,3,3.0,2.0,2,1,3,2.0,7,0,0,0,1,Technical Degree,1
2287,No,Female,1,Single,62010,15,0,Sales Executive,1,Research & Development,3,4.0,3.0,2,0,2,3.0,0,3,1,1,4,Life Sciences,3
2288,No,Female,1,Single,44030,20,5,Laboratory Technician,3,Research & Development,4,3.0,4.0,2,0,3,4.0,0,0,1,1,3,Life Sciences,1
2289,No,Female,3,Divorced,37610,12,14,Research Scientist,4,Sales,3,2.0,4.0,2,1,3,3.0,12,0,2,1,3,Life Sciences,2
2290,Yes,Female,1,Single,109340,17,9,Research Scientist,2,Research & Development,3,1.0,1.0,3,0,2,1.0,7,2,1,3,3,Life Sciences,1
2291,No,Male,2,Married,107610,11,20,Sales Representative,1,Sales,3,4.0,1.0,2,14,5,4.0,17,1,2,1,1,Marketing,5
2292,No,Female,2,Single,51750,17,2,Laboratory Technician,2,Sales,3,2.0,2.0,4,2,2,3.0,2,1,0,2,1,Technical Degree,1
2293,No,Male,2,Married,138260,11,13,Manufacturing Director,3,Research & Development,3,3.0,2.0,2,5,1,4.0,1,0,2,4,2,Life Sciences,0
2294,No,Male,1,Single,63340,14,11,Research Scientist,2,Research & Development,3,4.0,2.0,4,3,2,1.0,3,0,1,0,4,Life Sciences,4
2295,No,Female,1,Single,49360,19,4,Manager,2,Research & Development,3,1.0,3.0,2,1,2,3.0,2,1,0,0,4,Medical,0
2296,Yes,Male,2,Single,47750,15,5,Research Director,2,Research & Development,3,4.0,1.0,4,1,3,1.0,0,1,1,1,3,Medical,0
2297,No,Male,1,Married,28180,13,10,Manufacturing Director,2,Human Resources,3,4.0,3.0,3,8,2,3.0,6,1,1,0,3,Human Resources,0
2298,Yes,Female,1,Single,25150,14,7,Healthcare Representative,2,Research & Development,3,4.0,3.0,2,7,3,1.0,7,0,0,0,3,Life Sciences,5
2299,No,Male,2,Single,23420,12,32,Manager,1,Research & Development,3,3.0,4.0,2,13,2,3.0,9,1,3,0,3,Medical,1
2300,No,Female,1,Married,41940,17,11,Research Scientist,1,Sales,3,2.0,3.0,3,5,3,3.0,7,2,1,0,5,Marketing,5
2301,No,Female,2,Married,106850,11,1,Manufacturing Director,1,Research & Development,3,3.0,2.0,3,0,2,3.0,0,3,0,2,3,Life Sciences,0
2302,No,Male,1,Married,20220,12,10,Research Scientist,1,Research & Development,3,1.0,4.0,3,3,1,3.0,7,0,1,0,2,Medical,0
2303,No,Female,1,Married,23140,13,7,Manager,1,Research & Development,3,3.0,1.0,4,0,5,3.0,7,0,0,1,3,Medical,0
2304,No,Male,1,Single,42560,13,5,Research Scientist,1,Research & Development,3,4.0,2.0,3,0,1,3.0,2,3,0,0,1,Life Sciences,0
2305,No,Male,2,Married,35800,20,5,Laboratory Technician,3,Sales,4,4.0,4.0,2,0,1,3.0,3,1,0,2,3,Life Sciences,0
2306,No,Male,2,Married,31620,17,20,Manufacturing Director,2,Human Resources,3,4.0,4.0,3,13,1,1.0,9,2,2,1,4,Technical Degree,0
2307,No,Female,2,Married,65240,13,8,Manufacturing Director,1,Sales,3,1.0,1.0,4,7,2,4.0,1,1,0,0,1,Life Sciences,2
2308,No,Female,1,Married,28990,17,15,Manufacturing Director,2,Research & Development,3,2.0,3.0,2,5,3,3.0,7,0,1,0,3,Medical,1
2309,No,Male,2,Single,52310,12,21,Manufacturing Director,1,Sales,3,3.0,4.0,3,7,4,3.0,7,2,2,0,5,Life Sciences,1
2310,No,Male,1,Divorced,23560,13,1,Manufacturing Director,1,Sales,3,3.0,1.0,3,0,5,3.0,0,0,0,0,2,Marketing,2
2312,No,Female,2,Divorced,118360,22,10,Laboratory Technician,3,Research & Development,4,1.0,2.0,4,7,2,3.0,7,0,1,0,3,Medical,0
2313,No,Male,1,Married,109030,11,5,Healthcare Representative,1,Research & Development,3,2.0,3.0,4,4,3,3.0,2,0,0,0,1,Life Sciences,2
2314,No,Male,1,Married,29730,22,7,Sales Executive,1,Research & Development,4,4.0,2.0,4,2,0,3.0,5,0,1,1,4,Medical,4
2315,No,Female,1,Single,142750,18,3,Research Scientist,4,Sales,3,3.0,4.0,2,1,5,2.0,2,1,0,1,3,Marketing,1
2316,No,Male,2,Divorced,55620,13,8,Laboratory Technician,1,Research & Development,3,3.0,3.0,3,7,2,3.0,7,1,1,4,4,Medical,2
2317,No,Female,1,Married,45370,18,1,Healthcare Representative,2,Research & Development,3,3.0,3.0,4,0,5,2.0,0,1,0,3,4,Life Sciences,4
2318,No,Male,1,Married,76420,20,2,Healthcare Representative,1,Research & Development,4,1.0,1.0,2,2,2,1.0,2,1,0,1,1,Medical,1
2319,Yes,Male,1,Married,179240,13,10,Sales Executive,3,Research & Development,3,2.0,1.0,3,6,2,3.0,7,2,1,0,3,Other,0
2320,No,Male,2,Married,52040,13,6,Manufacturing Director,1,Sales,3,3.0,3.0,3,1,2,3.0,2,1,1,1,3,Marketing,1
2321,No,Male,1,Single,22770,12,3,Sales Executive,1,Sales,3,4.0,1.0,3,1,2,3.0,2,1,0,0,2,Life Sciences,1
2322,No,Male,1,Married,27950,13,4,Research Director,5,Research & Development,3,3.0,2.0,3,1,4,3.0,3,0,0,1,3,Technical Degree,2
2323,Yes,Female,1,Divorced,25320,13,1,Research Scientist,1,Research & Development,3,1.0,1.0,1,0,2,3.0,0,0,0,0,3,Medical,0
2324,Yes,Male,2,Married,25590,25,33,Manager,2,Research & Development,4,3.0,4.0,3,1,2,3.0,9,0,3,0,3,Life Sciences,3
2325,Yes,Female,2,Married,49080,19,5,Sales Executive,3,Research & Development,3,3.0,2.0,2,1,3,3.0,4,1,0,2,3,Medical,0
2326,No,Female,1,Married,23800,13,6,Research Scientist,5,Research & Development,3,4.0,1.0,3,1,5,2.0,2,0,0,2,4,Life Sciences,2
2327,No,Male,2,Married,47650,12,8,Sales Executive,1,Research & Development,3,3.0,1.0,3,7,4,2.0,6,1,1,4,5,Life Sciences,0
2328,No,Male,1,Single,20440,11,1,Sales Executive,2,Research & Development,3,1.0,4.0,3,0,2,1.0,0,0,0,0,3,Life Sciences,0
2329,No,Female,3,Married,26930,18,36,Laboratory Technician,1,Research & Development,3,3.0,4.0,2,2,6,3.0,13,0,3,0,1,Medical,2
2330,No,Male,1,Married,65860,18,2,Research Scientist,2,Research & Development,3,2.0,4.0,3,2,3,2.0,1,1,0,4,2,Life Sciences,0
2331,No,Male,1,Married,32940,11,1,Research Director,1,Research & Development,3,1.0,4.0,3,0,6,3.0,0,0,0,0,3,Life Sciences,0
2332,No,Female,2,Married,41710,23,9,Sales Executive,1,Sales,4,3.0,2.0,4,7,4,3.0,7,0,1,0,2,Marketing,2
2333,No,Female,2,Single,27780,13,3,Manufacturing Director,1,Research & Development,3,2.0,2.0,2,1,5,4.0,2,0,0,1,3,Life Sciences,0
2334,No,Male,1,Single,23770,13,1,Research Scientist,1,Human Resources,3,2.0,3.0,3,0,3,3.0,0,2,1,3,3,Human Resources,0
2335,No,Male,1,Single,24040,17,10,Sales Representative,1,Research & Development,3,2.0,1.0,2,1,3,3.0,5,0,1,0,3,Life Sciences,2
2336,No,Female,1,Single,23180,19,5,Sales Executive,2,Sales,3,1.0,3.0,4,0,4,3.0,4,0,1,1,2,Life Sciences,2
2337,No,Female,2,Married,20080,12,7,Sales Executive,1,Sales,3,4.0,3.0,3,7,3,3.0,6,0,1,1,2,Medical,0
2338,No,Female,1,Divorced,62440,22,6,Research Scientist,1,Research & Development,4,1.0,4.0,3,1,3,4.0,3,0,0,0,1,Medical,1
2339,No,Female,2,Married,27990,12,1,Laboratory Technician,1,Research & Development,3,3.0,3.0,1,0,0,3.0,0,1,2,2,2,Medical,0
2340,No,Female,1,Married,105520,11,2,Manager,3,Research & Development,3,4.0,3.0,3,2,2,3.0,2,0,0,1,2,Life Sciences,1
2341,No,Male,1,Married,23290,15,3,Human Resources,2,Sales,3,1.0,1.0,3,0,2,3.0,2,0,0,1,3,Life Sciences,4
2342,No,Female,2,Single,40140,13,1,Manager,5,Research & Development,3,4.0,4.0,3,0,3,3.0,1,1,2,4,2,Life Sciences,1
2343,No,Female,1,Married,74030,12,10,Laboratory Technician,2,Sales,3,2.0,3.0,3,6,4,2.0,8,1,1,0,3,Medical,0
2344,No,Female,1,Married,22590,14,8,Manager,1,Research & Development,3,4.0,3.0,3,7,2,2.0,7,0,0,0,1,Life Sciences,5
2345,No,Male,2,Married,69320,13,5,Laboratory Technician,2,Research & Development,3,4.0,1.0,3,1,5,3.0,2,0,0,0,4,Life Sciences,0
2346,No,Male,2,Divorced,46780,25,6,Manager,1,Research & Development,4,4.0,2.0,4,0,0,3.0,2,1,0,2,1,Other,0
2347,No,Female,1,Married,135820,17,1,Sales Representative,3,Sales,3,3.0,4.0,2,0,3,2.0,1,1,0,0,3,Marketing,1
2348,No,Male,2,Single,23320,11,26,Laboratory Technician,1,Research & Development,3,4.0,1.0,3,0,2,1.0,12,0,2,0,4,Technical Degree,2
2349,Yes,Female,1,Married,24130,16,1,Laboratory Technician,2,Human Resources,3,3.0,2.0,3,0,2,3.0,0,1,0,0,3,Medical,0
2350,No,Male,1,Married,97050,18,4,Sales Executive,3,Sales,3,2.0,3.0,2,1,3,2.0,3,2,0,0,2,Marketing,3
2351,No,Male,2,Married,42940,20,30,Research Scientist,2,Research & Development,4,2.0,3.0,2,12,2,3.0,13,0,3,1,3,Other,0
2352,No,Male,1,Married,47210,14,3,Research Scientist,3,Research & Development,3,2.0,4.0,3,0,3,3.0,2,1,0,1,2,Life Sciences,0
2353,No,Male,2,Divorced,25190,21,22,Manager,3,Research & Development,4,2.0,4.0,3,1,2,2.0,10,2,2,0,3,Technical Degree,2
2354,No,Female,1,Married,21210,13,6,Research Director,1,Research & Development,3,2.0,2.0,3,1,2,2.0,1,1,0,0,3,Medical,0
2355,No,Female,2,Single,29730,12,10,Research Scientist,2,Sales,3,3.0,1.0,3,1,2,3.0,4,0,1,0,2,Technical Degree,5
2356,No,Male,2,Married,58550,14,10,Manufacturing Director,2,Sales,3,1.0,1.0,2,4,3,3.0,5,1,1,0,4,Life Sciences,0
2357,No,Male,1,Single,36170,21,5,Research Scientist,2,Research & Development,4,4.0,1.0,3,0,5,3.0,3,1,1,3,3,Medical,1
2358,No,Male,1,Married,67250,17,3,Manufacturing Director,2,Research & Development,3,3.0,3.0,3,1,3,3.0,1,1,0,4,1,Medical,3
2359,No,Male,1,Divorced,103250,11,9,Manufacturing Director,5,Sales,3,3.0,4.0,2,7,3,3.0,2,1,0,0,4,Marketing,5
2360,No,Male,2,Married,69490,14,9,Healthcare Representative,3,Research & Development,3,3.0,1.0,3,1,2,2.0,4,1,1,0,4,Life Sciences,0
2361,No,Male,2,Married,106090,17,7,Research Scientist,3,Research & Development,3,2.0,1.0,3,7,2,3.0,7,1,1,1,2,Life Sciences,1
2362,No,Male,1,Divorced,44470,13,7,Research Scientist,4,Research & Development,3,4.0,1.0,3,0,4,3.0,7,0,0,0,1,Life Sciences,0
2363,No,Female,1,Married,21570,25,16,Sales Executive,2,Research & Development,4,2.0,1.0,2,1,1,3.0,10,0,1,0,3,Medical,0
2364,No,Male,1,Divorced,46010,15,5,Manufacturing Director,3,Research & Development,3,2.0,1.0,3,0,2,2.0,0,2,0,0,3,Life Sciences,4
2365,No,Female,0,Single,170990,14,2,Laboratory Technician,1,Research & Development,3,3.0,4.0,3,2,2,3.0,2,1,0,0,1,Life Sciences,0
2367,No,Male,2,Married,148520,19,5,Research Scientist,2,Research & Development,3,4.0,3.0,2,1,3,3.0,0,3,2,1,4,Medical,5
2369,No,Male,2,Married,56660,14,18,Laboratory Technician,1,Research & Development,3,1.0,3.0,3,14,2,3.0,12,1,1,0,1,Life Sciences,4
2370,No,Female,1,Married,78230,13,14,Sales Executive,2,Research & Development,3,3.0,3.0,3,2,3,3.0,9,1,1,0,3,Medical,5
2371,No,Male,1,Married,78800,12,4,Laboratory Technician,1,Research & Development,3,3.0,3.0,4,0,2,2.0,2,1,0,1,4,Technical Degree,5
2372,No,Female,2,Single,131940,11,9,Manager,2,Research & Development,3,1.0,3.0,3,3,2,1.0,8,0,1,0,3,Technical Degree,0
2373,No,Female,2,Divorced,50670,11,10,Laboratory Technician,2,Research & Development,3,4.0,4.0,2,3,3,3.0,9,2,1,0,3,Life Sciences,5
2374,No,Female,2,Married,50790,11,5,Sales Executive,3,Research & Development,3,4.0,3.0,3,0,3,4.0,2,0,1,1,4,Life Sciences,0
2375,Yes,Male,1,Married,23210,12,13,Healthcare Representative,3,Research & Development,3,4.0,1.0,3,6,0,3.0,0,1,1,4,3,Life Sciences,0
2376,No,Female,1,Married,174440,14,8,Healthcare Representative,2,Research & Development,3,2.0,2.0,3,7,4,1.0,7,0,0,0,3,Life Sciences,4
2377,No,Female,2,Single,24040,17,4,Healthcare Representative,2,Research & Development,3,3.0,4.0,2,3,2,2.0,3,0,1,3,3,Technical Degree,1
2378,No,Male,2,Married,34520,11,10,Laboratory Technician,1,Sales,3,1.0,4.0,2,0,2,3.0,2,1,1,2,2,Marketing,0
2379,No,Female,2,Married,22700,14,2,Manager,3,Sales,3,3.0,4.0,3,2,2,3.0,2,3,2,1,4,Marketing,2
2381,No,Male,1,Single,54880,22,6,Research Scientist,2,Research & Development,4,1.0,4.0,3,1,6,3.0,3,1,0,0,3,Life Sciences,3
2382,No,Male,1,Married,194190,14,3,Sales Executive,3,Sales,3,2.0,3.0,1,0,2,3.0,2,1,0,3,4,Life Sciences,2
2383,No,Male,1,Single,28110,20,4,Research Scientist,1,Research & Development,4,4.0,4.0,3,1,3,2.0,2,0,0,1,3,Life Sciences,1
2384,Yes,Male,2,Single,36330,16,4,Research Director,1,Sales,3,1.0,1.0,3,0,0,1.0,3,2,1,1,4,Marketing,3
2385,No,Female,1,Single,41630,15,5,Manager,2,Research & Development,3,3.0,3.0,2,1,4,3.0,4,1,0,4,1,Medical,4
2386,No,Female,1,Married,21320,20,3,Sales Executive,3,Research & Development,4,2.0,1.0,2,0,1,3.0,2,0,0,2,3,Life Sciences,4
2387,No,Male,1,Divorced,139730,14,7,Manufacturing Director,4,Sales,3,4.0,3.0,2,0,3,3.0,7,0,0,0,1,Marketing,1
2388,No,Female,2,Married,26840,12,5,Research Director,2,Sales,3,4.0,2.0,3,1,2,3.0,0,0,0,2,3,Marketing,2
2389,No,Male,2,Married,108450,24,4,Research Director,2,Sales,4,1.0,2.0,2,1,4,3.0,2,0,2,1,2,Life Sciences,0
2390,No,Male,2,Divorced,43770,12,14,Sales Executive,3,Research & Development,3,4.0,1.0,2,1,2,3.0,11,1,1,2,2,Medical,0
2391,No,Female,0,Single,37430,13,2,Sales Executive,2,Research & Development,3,3.0,3.0,3,2,2,3.0,2,1,0,0,4,Medical,3
2392,No,Male,1,Divorced,41480,11,11,Laboratory Technician,3,Research & Development,3,4.0,2.0,3,7,3,3.0,9,0,1,0,3,Medical,2
2393,No,Female,1,Single,10510,14,4,Healthcare Representative,2,Research & Development,3,1.0,2.0,3,1,2,3.0,3,0,1,1,3,Life Sciences,0
2394,No,Female,2,Married,107390,11,15,Research Scientist,2,Human Resources,3,3.0,3.0,3,2,3,3.0,12,3,3,1,2,Life Sciences,1
2396,No,Female,1,Divorced,114160,16,5,Healthcare Representative,2,Research & Development,3,4.0,1.0,3,0,2,3.0,4,0,1,3,2,Medical,0
2397,No,Male,3,Married,26000,14,10,Laboratory Technician,1,Sales,3,2.0,3.0,3,4,5,3.0,7,0,3,1,3,Marketing,4
2398,No,Female,2,Married,24220,11,14,Research Scientist,1,Research & Development,3,3.0,3.0,3,6,2,3.0,11,1,1,0,4,Life Sciences,0
2399,Yes,Male,1,Single,54720,11,11,Research Director,1,Research & Development,3,4.0,4.0,2,6,3,4.0,7,1,1,1,4,Medical,3
2400,No,Male,2,Married,24510,12,13,Research Scientist,2,Research & Development,3,4.0,4.0,3,2,3,4.0,9,1,1,3,2,Life Sciences,3
2401,No,Male,1,Divorced,42400,14,10,Sales Representative,2,Research & Development,3,1.0,2.0,2,0,2,2.0,9,0,1,0,2,Medical,0
2402,No,Male,1,Divorced,109990,18,6,Sales Executive,5,Research & Development,3,4.0,4.0,2,0,3,3.0,4,3,0,0,3,Medical,1
2403,No,Male,1,Divorced,50030,13,9,Research Scientist,5,Research & Development,3,4.0,2.0,3,1,5,2.0,6,0,1,0,4,Technical Degree,1
2404,No,Female,1,Married,127420,11,10,Sales Executive,2,Research & Development,3,1.0,4.0,2,0,4,3.0,2,0,1,0,4,Technical Degree,5
2405,No,Male,2,Divorced,42270,18,2,Laboratory Technician,1,Research & Development,3,4.0,1.0,2,2,3,2.0,2,0,1,2,4,Medical,0
2406,No,Female,2,Single,39170,15,4,Sales Executive,1,Sales,3,4.0,2.0,3,3,2,3.0,3,3,0,0,2,Medical,5
2407,No,Male,2,Divorced,183030,22,3,Laboratory Technician,3,Research & Development,4,2.0,2.0,2,1,2,3.0,2,1,2,3,4,Medical,0
2408,No,Male,2,Single,23800,13,8,Manufacturing Director,2,Research & Development,3,3.0,3.0,1,0,3,3.0,0,0,2,2,3,Medical,4
2409,No,Female,2,Single,137260,12,2,Manager,4,Research & Development,3,4.0,3.0,4,0,6,3.0,2,0,2,1,4,Life Sciences,4
2410,No,Male,0,Single,47770,18,2,Sales Representative,1,Research & Development,3,4.0,1.0,3,0,3,3.0,2,1,0,0,3,Life Sciences,0
2411,No,Female,1,Divorced,63850,13,6,Healthcare Representative,2,Research & Development,3,3.0,4.0,2,1,6,3.0,2,0,0,0,2,Medical,3
2412,No,Male,1,Married,199730,12,3,Sales Executive,3,Research & Development,3,1.0,3.0,3,0,2,2.0,2,0,1,3,2,Technical Degree,0
2413,No,Female,2,Divorced,68610,12,2,Healthcare Representative,3,Research & Development,3,3.0,4.0,2,2,2,3.0,2,0,0,2,3,Technical Degree,1
2414,Yes,Female,1,Single,49690,12,5,Laboratory Technician,3,Human Resources,3,4.0,3.0,3,1,3,3.0,2,0,0,0,3,Life Sciences,1
2415,No,Male,2,Married,198450,11,0,Sales Executive,1,Research & Development,3,4.0,3.0,3,0,3,2.0,0,1,0,3,2,Life Sciences,2
2416,No,Male,2,Married,133200,11,4,Research Director,4,Research & Development,3,2.0,4.0,3,1,2,3.0,2,0,1,1,3,Life Sciences,4
2417,Yes,Male,2,Married,63470,12,9,Healthcare Representative,1,Sales,3,4.0,3.0,1,7,3,3.0,7,1,1,1,2,Marketing,2
2418,Yes,Male,1,Single,27430,19,1,Research Scientist,2,Sales,3,4.0,2.0,3,0,2,3.0,0,1,0,0,3,Life Sciences,0
2419,No,Male,1,Single,108800,23,7,Human Resources,1,Research & Development,4,4.0,4.0,3,5,5,3.0,7,1,0,0,2,Medical,3
2420,No,Male,3,Divorced,23420,11,4,Laboratory Technician,5,Research & Development,3,1.0,2.0,3,1,2,3.0,2,2,0,2,1,Life Sciences,4
2421,No,Female,1,Married,176500,19,15,Research Scientist,2,Sales,3,2.0,4.0,1,4,6,4.0,13,1,1,0,3,Life Sciences,5
2422,No,Male,3,Divorced,40250,13,1,Manager,1,Sales,3,3.0,4.0,2,0,5,4.0,0,1,1,1,4,Medical,3
2423,No,Male,1,Married,97250,11,14,Manager,3,Sales,3,2.0,2.0,3,2,0,3.0,13,0,1,0,3,Life Sciences,0
2424,No,Male,1,Divorced,119040,12,6,Laboratory Technician,1,Research & Development,3,3.0,4.0,3,1,4,2.0,3,1,0,0,3,Life Sciences,2
2425,No,Male,1,Married,21770,13,10,Healthcare Representative,1,Research & Development,3,2.0,4.0,3,8,5,3.0,7,0,1,0,2,Life Sciences,1
2426,Yes,Male,1,Divorced,75250,14,3,Research Scientist,2,Research & Development,3,3.0,4.0,3,0,2,3.0,2,2,0,0,2,Medical,2
2427,No,Male,2,Married,48340,14,8,Research Scientist,1,Human Resources,3,3.0,4.0,4,6,1,3.0,7,0,0,0,3,Life Sciences,0
2428,No,Male,1,Single,20420,16,5,Sales Executive,3,Research & Development,3,1.0,4.0,3,1,2,4.0,4,0,0,0,3,Life Sciences,2
2429,No,Male,2,Married,22200,11,10,Sales Executive,2,Research & Development,3,4.0,4.0,1,8,2,3.0,8,0,1,0,4,Life Sciences,5
2430,No,Male,1,Married,10520,13,5,Sales Executive,3,Research & Development,3,3.0,3.0,3,0,3,3.0,4,0,0,0,3,Life Sciences,1
2431,No,Male,2,Single,28210,17,10,Research Scientist,1,Sales,3,4.0,3.0,3,8,3,3.0,7,0,1,0,4,Marketing,1
2432,No,Male,1,Married,192370,11,5,Research Scientist,2,Research & Development,3,4.0,3.0,3,1,2,3.0,2,1,0,4,2,Life Sciences,0
2433,No,Female,1,Single,41070,11,13,Research Scientist,3,Human Resources,3,3.0,4.0,1,6,2,2.0,7,1,1,1,4,Life Sciences,0
2434,No,Female,2,Married,83960,15,23,Manufacturing Director,2,Sales,3,3.0,3.0,2,14,3,2.0,4,2,2,1,3,Life Sciences,0
2435,Yes,Female,1,Married,20070,12,1,Manager,2,Sales,3,4.0,3.0,2,0,2,3.0,0,0,0,0,2,Medical,1
2436,Yes,Female,2,Married,196270,11,23,Sales Executive,2,Research & Development,3,3.0,3.0,3,14,1,1.0,10,2,2,3,3,Medical,0
2437,No,Male,1,Married,106860,14,3,Sales Executive,1,Research & Development,3,4.0,3.0,3,0,2,4.0,2,1,0,0,1,Medical,1
2438,No,Male,2,Single,29420,22,21,Research Director,1,Research & Development,4,4.0,2.0,3,8,4,3.0,6,1,2,0,4,Life Sciences,0
2439,No,Male,1,Married,88580,16,5,Laboratory Technician,2,Sales,3,1.0,3.0,3,1,2,2.0,3,1,1,3,1,Marketing,0
2440,No,Male,1,Married,167560,11,5,Sales Executive,1,Research & Development,3,2.0,3.0,3,0,5,4.0,3,2,0,0,2,Life Sciences,2
2441,No,Male,2,Married,107980,14,3,Research Scientist,2,Sales,3,3.0,2.0,1,1,5,3.0,2,2,1,3,2,Medical,0
2442,No,Male,2,Married,23230,16,1,Healthcare Representative,1,Research & Development,3,2.0,1.0,3,0,2,3.0,0,1,1,1,2,Technical Degree,4
2443,No,Female,1,Divorced,14160,15,6,Research Scientist,1,Research & Development,3,2.0,1.0,2,1,3,4.0,2,1,0,0,3,Life Sciences,0
2444,No,Male,2,Single,46150,12,10,Sales Executive,4,Research & Development,3,3.0,2.0,2,0,3,3.0,9,0,1,3,3,Medical,1
2445,No,Male,1,Married,24610,20,7,Laboratory Technician,1,Sales,4,4.0,3.0,3,0,4,3.0,7,1,1,1,4,Life Sciences,1
2446,No,Male,1,Married,87220,17,10,Laboratory Technician,1,Sales,3,2.0,4.0,3,0,3,2.0,8,1,1,0,4,Marketing,1
2447,No,Female,2,Married,39550,12,1,Sales Executive,2,Research & Development,3,3.0,2.0,3,0,5,1.0,0,1,0,3,2,Life Sciences,0
2448,No,Female,2,Divorced,99570,20,10,Sales Executive,3,Research & Development,4,3.0,4.0,3,0,1,2.0,3,0,1,2,4,Technical Degree,0
2449,Yes,Male,1,Divorced,33760,20,2,Manufacturing Director,2,Research & Development,4,2.0,1.0,3,2,3,3.0,2,0,1,2,3,Medical,0
2450,Yes,Female,1,Single,88230,13,0,Research Director,2,Research & Development,3,1.0,2.0,3,0,3,3.0,0,2,1,3,3,Medical,5
2451,No,Male,1,Single,103220,14,3,Manufacturing Director,3,Sales,3,3.0,2.0,3,1,2,1.0,2,2,0,0,4,Life Sciences,1
2452,No,Male,1,Single,46210,18,5,Sales Executive,2,Sales,3,4.0,4.0,3,1,3,2.0,4,1,0,1,3,Marketing,0
2453,No,Female,2,Married,109760,11,9,Manufacturing Director,2,Research & Development,3,4.0,4.0,2,5,3,3.0,8,0,0,0,3,Life Sciences,0
2454,No,Male,1,Married,36600,11,4,Research Scientist,1,Research & Development,3,4.0,3.0,2,0,0,1.0,2,2,1,1,3,Technical Degree,1
2455,No,Male,2,Single,104820,11,21,Manufacturing Director,3,Sales,3,2.0,2.0,2,12,6,2.0,8,1,2,0,3,Life Sciences,1
